Author	Book Title	ISBN	Year Level
Shearer, Alex	Bootleg	978-0-330-41562-0	5-6, 7-8
Sheldon, Dyan	My Worst Best Friend	978-1-4063-0420-6	7-8
Sheldon, Dyan	Tall, Thin and Blonde	9781844286348	7-8
Shelley, Mary	Frankenstein	9780099512042	9-10
Shepard, Sara	All the Things We Didn't Say	978-0-00-730448-6	9-10
Shephard, Barrie	Pat Rafter	978-1-86391-936-4	5-6
Sheridan, Sara	The Blessed and The Damned	978-1-84299-0-087	7-8, 9-10
Sherry, Kevin	I'm the Biggest Thing in the Ocean	978-0-14-350227-2	EC-2
Shields, Carol Diggory; Nash, Scott (ill.)	Martian Rock	978-0-7445-5632-2	3-4
Shields, Gillian; Chessa, Francesca (ill)	Library Lily	9781862338302	EC-2
Shirvington, Jessica; Robertson, Claire (ill.)	Just The Way We Are	9780733331626	EC-2
Shone, Rob; Spender, Nick (ill.)	Defying Death In the Mountains	9780237543303	7-8, 9-10
Siegel, Deborah Spector	The Cross by Day, the Mezuzzah by Night	978-0-8276-0737-8	7-8
Siegen-Smith, Nikki; Manna, Giovanni (ill.)	First Morning	978-1-84148-336-8	3-4
Sierra, Judy; Brown, Marc	Wild About Books	978-1-84507-612-2	EC-2
Siers, Robyn; Walker, Carlie	Ancestry: Stories of Multicultural Anzacs	9780992583927	5-6
Silkstone, Barry	Amazing Australian Mammals	978-1-74070-135-8	5-6
Silvey, Craig	Jasper Jones	9781742372624	9-10
Simmons, Dorothy	Time Out	978-0-7344-0636-1	7-8
Simmons, Jane	Beryl Goes Wild	9781408300633	3-4
Simmons, Jane	Doris, the Ship's Cat	9781408308950	3-4
Simonds, Peter	Savannah Zebra	978-1-86504-595-5	7-8
Simons, Moya	Bad news in Milk Bay	9781921150760	5-6
Simons, Moya	Dead … series		5-6
Simons, Moya	Even Bigger Whoppers	978-0-14-130842-5	3-4
Simons, Moya	Gypsy Magic	978-1-86291-514-5	5-6
Simons, Moya	High Crime in Milk Bay	9781921150401	5-6
Simons, Moya	Let Me Whisper You My Story	9780732288587	5-6
Simons, Moya	Mischief Afoot	9781921150753	5-6
Simons, Moya	Open for Business	9781921150302	5-6
Simons, Moya	Remember Me?	978-1-86291-526-8	5-6
Simons, Moya	Spaced Out	978-1-921529-91-7	3-4
Simons, Moya	The Boy Who Would Live Forever	978-0-14-330031-1	5-6
Simons, Moya	Totally … series		5-6
Simons, Moya	Whoppers	978-0-14-038752-0	3-4
Simons, Moya; Coutts, Lisa (ill.)	Hello God, Kate Here. Can We Talk?	978-0-7322-8534-0	5-6
Simons, Moya; Grimwade, Jim (ill.)	Tomato Sauce of Course!	978-1-86291-880-1	EC-2
Simons, Moya; Rossell, Judith (ill.)	My Amazing Poo Plant	978-0-14-330146-2	EC-2
Simons, Moya; Vane, Mitch (ill.)	Monkey Talk	978-1-86291-398-1	EC-2, 3-4
Simpson, Judith	Beginnings to Federation	978-0-86417-979-1	3-4
Simpson, Margaret	Cleopatra and her Asp	978-0-439-01364-2	7-8
Simpson, Margaret	Elizabeth I and her Conquests	978-0-439-99823-9	7-8
Simpson, Margaret	Mary Queen of Scots and her Hopeless Husbands	978-0-439-99926-7	7-8
Sims, Lesley; Semple, David (ill.)	Kangaroo at the Zoo	9781409580447	EC-2
Singer, Isaac Bashevis	A Tale of Three Wishes	978-0-374-37370-2	3-4
Singer, Isaac Bashevis	Mazel and Shlimazel: or the Milk of a Lioness	978-0-224-01758-9	3-4
Singh, Simon	Cracking Code Book	978-0-00-717604-5	7-8
Sissay, Lemn; Newey, Gail (ill.)	The Emperor's Watchmaker	978-0-7475-4755-6	3-4
Skinner, Tom; Goss, Mini (ill.)	Round Fish, Square Bowl	978-1-921042-96-6	EC-2
Skovron, Jon	Man Made Boy	9780670786206	7-8, 9-10
Skrypuch, Marsha Forchuk	Making Bombs For Hitler	9781760157234	7-8
Skrypuch, Marsha Forchuk	Stolen Child	9781760157241	7-8
Slinger, Debi	Poppy Pretzel: Passage into Puberty	978-1-74257-030-3	5-6
Slobodkina, Esphyr	Caps for Sale	978-0-87499-058-4	EC-2
Slobodkina, Esphyr	More Caps For Sale	9780062405456	EC-2
Smale, Holly	Geek Girl series		9-10
Small, Charlie	Charlie in the Underworld	978-0-385-75178-0	5-6
Small, Charlie	Gorilla City	978-0-375-84970-1	5-6
Small, Charlie	The Barbarous Brigands of Frostbite Pass	978-0-385-61393-4	5-6
Small, Charlie	The Daredevil Desperados of Destiny	978-0-385-75141-4	5-6
Small, Charlie	The Perfumed Pirates of Perfidy	978-0-385-75137-7	5-6
Small, Charlie	The Puppet Master	978-0-385-75139-1	5-6
Small, Mary	Ruff and Tumble	978-0-14-330131-8	EC-2
Small, Mary	The Monster Hole	978-0-14-330026-7	EC-2
Small, Mary; Kasepuu, Ester (ill.)	Simpson and Duffy	978-0-9577957-4-7	5-6
Smelcer, John	The Great Death	978-1-84270-919-1	7-8
Smiley, Jane	A Good Horse	9780375862298	7-8
Smiley, Jane	Gee Whiz	9780375869693	7-8
Smiley, Jane	Pie in the Sky	9780375869686	7-8
Smiley, Jane	Secret Horse	9780571274475	7-8
Smiley, Jane	The Georges and the Jewels	9780375862274	7-8
Smiley, Jane	True Blue	9780375862311	7-8
Smith Dinbergs, Holly	Bowling Buddies	978-0-7329-9877-6	3-4
Smith Dinbergs, Holly	Cooking Catastrophe	978-1-4202-0450-6	3-4
Smith Dinbergs, Holly	Dance Fever	978-1-4202-6143-1	3-4
Smith Dinbergs, Holly	Diary Disaster	978-0-7329-9878-3	3-4
Smith Dinbergs, Holly	Dog on the Loose!	978-1-4202-0448-3	3-4
Smith Dinbergs, Holly	Escalator Escapade	978-1-4202-0449-0	3-4
Smith Dinbergs, Holly	Hair Scare	978-0-7329-9879-0	3-4
Smith Dinbergs, Holly	Mini-Golf Face-off	978-1-4202-6140-0	3-4
Smith Dinbergs, Holly	Mummy Mania	978-1-4202-0454-4	3-4
Smith Dinbergs, Holly	Pool Pals	978-0-7329-9880-6	3-4
Smith Dinbergs, Holly	Trapeze Dreams	978-1-4202-6141-7	3-4
Smith Dinbergs, Holly	Two at the Zoo	978-1-4202-6142-4	3-4
Smith Jr., Charles R.; Collier, Bryan (ill.)	Twelve Rounds to Glory	978-0-7636-1692-2	5-6, 7-8
Smith, Alex T.	Claude series		EC-2
Smith, Craig	Remarkably Rexy	97817601139640	EC-2
Smith, Craig	Willbee the Bumblebee	9781869439439	EC-2
Smith, Craig; Cowley, Katz (ill.)	The Wonky Donkey	978-1-86943-926-2	EC-2, 3-4
Smith, David J; Adams, Steve (ill.)	If... A Mind-Bending New Way of Looking at Big Ideas and Numbers	9781925059267	5-6
Smith, Dodie	I Capture the Castle	9780099460879	9-10
Smith, Emily	The Shrimp	978-0-552-54735-2	3-4
Smith, L. J.	The Awakening	978-0-340-94501-8	7-8
Smith, L. J.	The Fury	978-0-340-94503-2	7-8
Smith, L. J.	The Reunion	978-0-340-94504-9	7-8
Smith, L. J.	The Struggle	978-0-340-94502-5	7-8
Smith, L. J.	Midnight	978-1-4449-0152-8	7-8
Smith, L. J.	Nightfall	978-0-06-199025-0	7-8
Smith, L. J.	Shadow Souls	978-0-06-199026-7	7-8
Smith, Lane	It's a Book	9781921720147	EC-2, 3-4
Smith, Mark	The Road to Winter	9781925355123	9-10
Smith, Martin	Blading	978-0-7502-2783-4	5-6
Smith, Nigel	Nathalia Buttface series		
Smith, Patricia Clark	Weetamoo: Heart of the Pocassets, Massachusetts - Rhode Island, 1653	978-0-439-12910-7	7-8
Smith, Peter; Graham, Bob (ill.)	Monsieur Albert Rides To Glory	9781742376806	EC-2
Smith, Roland	Peak	978-1-74175-332-5	5-6
Smith, Roland	Shatterproof	9780545298421	5-6, 7-8
Smith, Tamara Ellis	Another Kind of Hurricane	9780553511932	5-6, 7-8
Smith-Cashel, B; Hobbs, Jasmine (ill.)	Is The Secret Safe?	9781925117325	EC-2
Smyth, Gwenda; James, Ann (ill.)	A Hobby for Mrs Arbuckle	978-0-670-82383-3	3-4
Smyth, Gwenda; James, Ann (ill.)	A Pet for Mrs Arbuckle	978-0-14-050937-3	3-4
Snaith, Tai	The Family Hour in Australia	9780500500330	EC-2, 3-4
Snedden, Robert	Technology in the Time of Ancient Rome	978-0-8172-4876-5	5-6
Snell, Danny	Seagull	9781921504815	EC-2
Snell, Gordon; Flintoft, Anthony (ill.)	Thursday Club	978-1-85881-831-3	3-4
Snell,Gordon	The King of Quizzical Island Digs Through the World	9781406312140	3-4
Snicket, Lemony	A Series of Unfortunate Events series		5-6, 7-8
Snicket, Lemony	All The Wrong Questions series		5-6, 7-8
Snicket, Lemony	File Under: 13 Suspicious Incidents	9780316284035	5-6, 7-8
Snicket, Lemony	Shouldn't You Be in School?	9780316123068	5-6, 7-8
Snicket, Lemony	When Did You See Her Last?	9780316123051	5-6, 7-8
Snicket, Lemony	Who Could That Be At This Hour?	9781742972961	5-6, 7-8
Snicket, Lemony	Why Is This Night Different from All Other Nights?	9780316123044	5-6, 7-8
Sniegoski, Tom	Sleeper Agenda	978-0-14-300663-3	7-8
Sniegoski, Tom	Sleeper Code	978-0-14-300662-6	7-8
Snyder, Midori	Hatchling	978-1-86429-047-9	5-6
Sones, Sonya	Stop Pretending	978-1-84255-083-0	7-8
Sones, Sonya	What My Mother Doesn't Know	978-1-84255-209-4	7-8
Southall, Ivan	Ash Road	978-0-14-030314-8	7-8
Southall, Ivan	Josh	978-0-14-030598-2	7-8
Southall, Ivan	Let the Balloon Go	978-0-7497-0399-8	7-8
Southall, Ivan	The Long Night Watch	978-0-416-51900-6	7-8
Southby-Halbish, Eloise; Lawrence, David	Anna Flowers	978-0-975836-29-3	5-6, 7-8
Spaulding, Norma; Grantford, Jacqui (ill.)	Molly's Memory Jar	978-1-921042355	EC-2, 3-4, 5-6, 7-8, 9-10
Spaulding, Norma; King, Stephen Michael (ill.)	The Little Blue Parcel	978-1-86388-854-7	3-4
Speare, Elizabeth George	The Witch of Blackbird Pond	978-0-14-030327-8	7-8
Spence, Eleanor	A Candle for Saint Antony	978-0-340-60547-9	7-8
Sperry, Armstrong	The Boy Who Was Afraid	978-0-370-00910-0	7-8
Spiegelman, Art	The Complete Maus	978-0-14-101408-1	9-10
Spillman, David; Wilson, Mark (ill.)	Yellow-Eye	978-1-86374-607-6	5-6
Spillman, Ken; Nixon, Chris (ill.)	Jake's Monster Mess	978-1921-696-03-9	EC-2
Spinelli, Jerry	Love Stargirl	978-1-84616-924-3	7-8
Spinelli, Jerry	Maniac Magee	978-0-06-440424-2	7-8
Spinelli, Jerry	Stargirl	978-1-84121-926-4	7-8
Spinelli, Jerry	Wringer	978-0-00-675417-6	7-8
Spradlin, Michael P.	The Youngest Templar	978-0-7322-9070-2	7-8
Spratt, R.A.	Big Trouble	9780857986993	5-6, 7-8
Spratt, R.A.	Friday Barnes series		5-6, 7-8
Spratt, R.A.	Girl Detective	9781742759623	5-6, 7-8
Spratt, R.A.	Nanny Piggins series		5-6
Spratt, R.A.	No Rules	9780857987013	5-6, 7-8
Spratt, R.A.	The Plot Thickens	9780857989932	5-6, 7-8
Spratt, R.A.	Under Suspicion	9781742759647	5-6, 7-8
Spurling, Margaret; Snell, Danny	Bilby Moon	978-1-876288-29-7	EC-2
Spyri, Johanna	Heidi	978-0-694-01453-8	5-6
St John, Madeleine; Beresford, Bruce (intro.)	The Women in Black	9781921922299	9-10
Stafford, Liliana; Davis, Lambert (ill.)	Snow Bear	978-1-876289-13-3	3-4
Stafford, Liliana; Power, Margaret (ill.)	Just Dragon	978-1-876268-02-2	3-4
Stan Berenstain; Jan Berenstain	The Berenstain Bears go back to school	978-0060526733	EC-2
Stanford, Michael	Zac's PB	978-0-7336-1662-4	5-6
Stanhope, Nick (prod.)	31 Ways to Change the World	978-1-4063-2780-9	5-6
Stanley, Elizabeth	The Deliverance of Dancing Bears	978-1-875560-37-0	3-4
Stanton, Beck; Stanton, Matt	Did you take the B from my ook?	9780733334832	EC-2, 3-4
Stanton, Beck; Stanton, Matt	This is a Ball	9780733334351	EC-2, 3-4
Starke, Ruth	Captain Stella	978-0-14-330515-6	5-6
Starke, Ruth	Catland	978-0-14-330201-8	5-6
Starke, Ruth	Dead Red	978-0-7344-0250-9	7-8
Starke, Ruth	Muck-up Day	978-0-7344-0484-8	7-8
Starke, Ruth	NIPS Go National	978-0-7344-0474-9	5-6
Starke, Ruth	NIPS XI	978-0-7344-0113-7	5-6
Starke, Ruth	Noodle Pie	978-1-86291-763-7	5-6
Starke, Ruth	Orphans of the Queen	978-0-7344-0528-9	7-8
Starke, Ruth	Saving Saddler Street	978-0-7344-0197-7	7-8
Starke, Ruth	Star Struck	978-0-7344-0319-3	7-8
Starke, Ruth	Stella by the Sea	978-0-14-330066-3	5-6
Starke, Ruth; Hannaford, Robert (ill.)	My Gallipoli	9781921504761	5-6, 7-8, 9-10
Starke, Ruth; Holfeld, Greg (ill)	An ANZAC Tale	978-1-921504-53-2	5-6, 7-8
Stead, Philip C.; Stead, Erin E. (ill.)	Lenny and Lucy	9781760292119	3-4
Stead, Philip C; Stead, Erin E (ill.)	Bear Has a Story to Tell	9781596437456	EC-2
Stead, Philip; Stead, Erin (ill)	A Sick Day For Amos McGee	9781742377797	EC-2
Stead, Rebecca	Liar and spy	9781849399739	5-6
Stead, Rebecca	When You Reach Me	978-1-921656-06-4	7-8
Stead, Rebecca	Goodbye Stranger	9780385743174	7-8, 9-10
Steele, Mary	Featherbys	978-1-875657-05-6	7-8
Steggall, Vicky	Lunchtime Rules	978-1-920878-59-7	3-4
Steinhofel, Andreas; Wells Steve (ill.)	The Pasta Detectives	978-1-906427-27-6	5-6
Stelzer, Cameron	The Forgotten Map	9780987461506	3-4, 5-6
Stelzer, Cameron	The Island of Destiny	9780987461520	3-4, 5-6
Stelzer, Cameron	The King's Key	9780987461513	3-4, 5-6
Stelzer, Cameron	The Trophy of Champions	9780987461537	3-4, 5-6
Stephens, Delwyne	A Horse Called Darling	978-0-14-330469-2	5-6
Stephens, John	The Black Reckoning	9780385755788	5-6, 7-8
Stephens, John	The Emerald Atlas	978-0375868702	5-6, 7-8
Stephens, John	The Fire Chronicle	9780375868719	5-6, 7-8
Stephens, Michael	A Flock of Blats	978-0-207-19644-7	5-6
Stephens, Michael	Blat Magic	978-0-20719-725-3	5-6
Stephens, Michael	Mudlark	978-0-207-19980-6	7-8
Stephens, Michael	The Road to Belgrandia	978-0-14-330593-4	7-8
Stephens, Tony; Siewat, Steven	Last Anzacs	978-1-920731-36-6	7-8
Stevens, Robin	Arsenic for Tea	9780552570732	5-6
Stevens, Robin	First Class Murder	9780552570749	5-6
Stevens, Robin	Murder Most Unladylike	9780552570725	5-6
Stevenson, Robert Louis	Dr Jekyll and Mr Hyde	978-0-439-29575-8	7-8
Stevenson, Robert Louis	The Strange Case of Dr Jekyll and Mr Hyde	978-0393974652	9-10
Stevenson, Robert Louis	Treasure Island	978-0-14-130545-5	7-8
Stewart, Briony	Kumiko series		3-4
Stewart, Briony	The Red Wheelbarrow	9780702249259	EC-2
Stewart, Lolla; Russell, Elaine (ill.)	Savannah Dreams	9781921714030	EC-2
Stewart, Melissa	Snakes	978-1-4263-0428-6	EC-2
Stewart, Paul; Riddell, Chris	Doombringer	9780857532374	7-8
Stewart, Paul; Riddell, Chris	The Immortals	9780385616287	7-8
Stewart, Paul; Riddell, Chris	The Nameless One	9780857532343	7-8
Stewart, Paul; Riddell, Chris	The Winter Knights	9780375937415	7-8
Stewart, Paul; Riddell, Chris (ill.)	Beyond the Deep Woods	978-0-552-54592-1	7-8
Stewart, Paul; Riddell, Chris (ill.)	Clash of the Sky Galleons	978-0-385-60721-6	7-8
Stewart, Paul; Riddell, Chris (ill.)	Freeglader	978-0-552-54850-2	7-8
Stewart, Paul; Riddell, Chris (ill.)	Midnight Over Sanctaphrax	978-0-552-55424-4	7-8
Stewart, Paul; Riddell, Chris (ill.)	Muddle Earth	978-0-333-94799-9	7-8
Stewart, Paul; Riddell, Chris (ill.)	Stormchaser	978-1-84657-653-9	7-8
Stewart, Paul; Riddell, Chris (ill.)	The Curse of the Gloamglozer	978-0-552-55425-1	7-8
Stewart, Paul; Riddell, Chris (ill.)	The Last of the Sky Pirates	978-0-552-54732-1	7-8
Stewart, Paul; Riddell, Chris (ill.)	Vox	978-0-552-55427-5	7-8
Stewart, Robin	Charles Darwin's Big Idea: the Revolutionary Theory of Evolution	978-1-86447-093-2	5-6, 7-8
Stewart, Robin; Ashby, Yvonne (ill.)	Koala	978-1-86291-467-4	EC-2, 3-4
Stewart, Robin; Ashby, Yvonne (ill.)	Wombat	978-1-86291-479-7	EC-2, 3-4
Stewart, Robin; Crichton, Anna (ill.)	Darwin's Tortoise: The Amazing True Story of Harriet, the World's Oldest Living Creature	978-1-86395-373-3	9-10
Stewart, Trenton Lee	The Extraordinary Education of Nicholas Benedict	978-0316176194	5-6, 7-8
Stewart, Trenton Lee	The Mysterious Benedict Society series		5-6, 7-8
Stewart, Whitney; Rippin, Sally (ill.)	Becoming Buddha	978-0-7344-0772-6	EC-2
Stich, Francesca (ed.)	Tennis	978-0-7543-2784-4	5-6
Stiefvater, Maggie	Forever	9780545259088	7-8, 9-10
Stiefvater, Maggie	Lament	9781407120317	7-8, 9-10
Stiefvater, Maggie	Raven Cycle series		7-8, 9-10
Stiefvater, Maggie	The Wolves of Mercy Falls series		7-8, 9-10
Stiller, Laurie	Charlie Carver Stacks It	978-0-09-183296-4	5-6
Stilton, Geronimo	Geronimo Stilton series		3-4
Stilton, Geronimo	The First Samurai	9781597073851	EC-2, 3-4
Stilton, Geronimo	Thea Stilton series		3-4
Stirling, Adrian	Broken Glass	978-0-14300-798-2	9-10
Stirling, Adrian	The Comet Box	9780143206101	9-10
Stitt, Christopher	Sam Poo the Mystery Behind the Legend	978-1-875329-39-7	5-6
Stockdale, Susan	Fabulous Fishes	9781921504556	EC-2
Stoker, Bram; Calcutt, David	Dracula	978-0-19-831898-9	9-10
Stoker, Bram; Humphries, Tudor (ill.)	Dracula	978-0-7513-7070-6	7-8
Stone, Adam	Haunted Houses	9781600145018	3-4, 5-6
Stone, Jeff	Crane	978-0-340-90233-2	7-8
Stone, Jeff	Dragon	978-0375830792	7-8
Stone, Jeff	Eagle	978-0-340-90234-9	7-8
Stone, Jeff	Mantis	978-0-340-90235-6	7-8
Stone, Jeff	Monkey	978-0-340-90231-8	7-8
Stone, Jeff	Snake	Check07740	7-8
Stone, Jeff	Tiger	978-0-340-90230-1	7-8
Storer, Jen	Danny Best Full On	9780733333330	3-4
Storer, Jen	Danny Best Never Wrong	9780733333347	3-4
Storer, Jen	Quincy Jordan	9780143307594	5-6, 7-8
Storer, Jen	Romy Bright	9780143307600	5-6, 7-8
Storer, Jen	Tensy Farlow and the Home for Mislaid Children	9-780670-073399	5-6, 7-8
Storer, Jen	The Fourteenth Summer of Angus Jack	9780733334436	5-6, 7-8
Storer, Jen	Truly Tan series		5-6
Storer, Jen; deGennaro, Sue (ill.)	Clarrie's Pig Day Out	9780733334443	EC-2
Storer, Jen; Gordon, Gus (ill.)	Haggis McGregor and the Night of the Skull Moon	978-0-14-330524-8	3-4
Storer, Jen; Gordon, Gus (ill.)	Sing, Pepi, Sing!	978-0-14-330263-6	3-4
Storer, Jen; Joyner, Andrew (ill.)	Norman Does Nothing	978-0-14-330594-1	3-4
Storer, Jen; Masciullo, Lucia (ill.)	The Accidental Princess	9780670074969	3-4, 5-6
Storer, Prue	I Hate Sport	978-0-14-330179-0	5-6
Stork, Francisco	Marcelo in the Real World	978-0-5450-5474-4	9-10
Stow, Randolph	Midnite	978-0-14-030421-3	5-6
Stradling, Jan; Allen, Cassandra (ill.)	The Lost Treasure	978-1-921529-08-5	EC-2
Strambini, Karla	The Extraordinary Mr Qwerty	9781921720703	EC-2
Stratton, Allan	The Dogs	9780143572596	9-10
Stratton, Allan	Chanda's Secrets	978-1-74114-452-9	9-10
Stratton, Allan	Chanda's Wars	9780060872625	9-10
Streatfeild, Noel	Ballet Shoes	978-0-14-030041-3	5-6
Streich, Michel	Grumpy Little King	9781742375724	EC-2
Strickland, Brad	Survive!	978-0-375-81108-1	5-6
Stroud, Jonathan	Ancient Rome	978-0-7534-5235-6	5-6
Stroud, Jonathan	Bartimaeus Trilogy series		7-8
Stroud, Jonathan	Lockwood & Co series		7-8
Stroud, Jonathan	The Creeping Shadow	9781484709672	7-8, 9-10
Stroud, Jonathan	The Dagger in the Desk	9781448196944	7-8, 9-10
Stroud, Jonathan	The Hollow Boy	9781484709689	7-8, 9-10
Stroud, Jonathan	The Screaming Staircase	9780857532022	7-8, 9-10
Stroud, Jonathan	The Whispering Skull	9781423164920	7-8, 9-10
Stutley, D. J.	Operation Alpha Papa	978-0-7344-0595-1	7-8
Sugg, Zoe	Girl Online series		9-10
Sullivan, Bryan; French, Jackie	To the Moon and Back: the Amazing Australians at the Forefront of Space Travel Plus Fantastic Moon Facts	978-0-207-20009-0	5-6
Sullivan, Rosemary; Huxley, Dee (ill.)	Tom Tom	978-1-876288-98-3	EC-2, 3-4, 5-6, 7-8, 9-10
Sullivan, Sarah; Root, Barry (ill.)	Passing the Music Down	978-0-7636-3753-8	3-4, 5-6
Summers, Courtney	This is Not a Test	9780312656744	9-10
Sunde, Angela; Coutts, Lisa (ill.)	Pond Magic	978-0-14-330554-5	5-6
Sunderland, Alan	Refugee: the Diary of Ali Ismail	978-1-86504-919-9	5-6, 7-8
Sunderland, Alan	The Incredible Powers of Montague Towers	9781760153649	5-6, 7-8
Suneby, Elizabeth	Razia's Ray of Hope: One Girl's Dream of an Education	9781554538164	3-4, 5-6
Suskind, Patrick	Perfume: The Story of a Murderer	9780141041155	9-10
Sussex, Lucy	The Penguin Friend	978-1-86291-307-3	3-4
Sussex, Lucy	The Revognase	978-0-7344-0495-4	7-8
Sutcliff, Rosemary	Black Ships Before Troy	978-0-207-18231-0	7-8
Sutcliff, Rosemary	Eagle of the Ninth	978-0-19-275045-7	7-8
Sutcliff, Rosemary	The Sword and the Circle	978-0-14-037149-9	7-8
Sutcliff, Rosemary	The Wanderings of Odysseus	978-0-7112-0862-9	7-8
Sutcliff, Rosemary	Warrior Scarlet	978-0-374-48244-2	7-8
Sutcliffe, William	The Wall Which Side Are You On?	9781408838426	7-8
Sutherland, Tui T.	Escaping Peril	9780545685443	5-6
Sutherland, Tui T.	Moon Rising	9780545685344	5-6
Sutherland, Tui T.	The Brightest Night	9780545349222	5-6
Sutherland, Tui T.	The Dark Secret	9780545349215	5-6
Sutherland, Tui T.	The Dragonet Prophecy	9780545349185	5-6
Sutherland, Tui T.	The Hidden Kingdom	9780545349208	5-6
Sutherland, Tui T.	The Lost Heir	9780545349192	5-6
Sutherland, Tui T.	Winter Turning	9780545685375	5-6
Sutton, Sally; Lovelock, Brian (ill.)	Roadworks	978-1-92115-016-6	EC-2
Suzuki, David; Ellis, Sarah; Lott, Sheena (ill.	Salmon Forest	978-1-74114-172-6	3-4
Suzuma, Tabitha	Without Looking Back	978-0-55256000-9	7-8
Svendsen, Mark	Captain Me	978-0-7344-0359-9	EC-2
Svendsen, Mark	Circus Carnivore	978-0-7344-0754-2	5-6
Svendsen, Mark	Shadowsnake	978-0-7344-0655-2	7-8
Svendsen, Mark; Redlich, Ben	Whacko the Chook	978-0-7344-1984-3	EC-2
Svendsen, Mark; Woolman, Steven (ill); Peterson, Laura (ill)	Kestrel	978-0-7344-0490-9	EC-2, 3-4
Svendsen,Mark	To Die For	9781864719314	9-10
Swanson, Diane	Tunnels!	978-0-14-330134-9	7-8
Sweeney, Diana	The Minnow	9781922182012	9-10
Swift, Jonathan	Gulliver's Travels	978-0-7513-7245-8	7-8
Swindells, Robert	Shrapnel	978-0-552-55930-0	7-8, 9-10
Swindells, Robert	Snakebite	978-1-842-99415-3	7-8, 9-10
Swindells, Robert	Snapshot	978-1-842-99347-7	7-8, 9-10
Sykes, Helen (ed.)	The Champion and Other Stories	978-1-875695-62-1	7-8
Sykes, Julie	Little Rocket's Special Star	978-0-86461-285-4	EC-2
Takac, Esther; Pignataro, Anna (ill.)	Loni and the Moon	978-0-7344-0345-2	3-4
Tamaki, Mariko, Tamaki, Jillian (ill.)	Skim	978-1-4063-2136-4	9-10
Tan, Shaun	Eric	9781742372921	EC-2, 3-4, 5-6, 7-8, 9-10
Tan, Shaun	Rules of Summer	9781444908893	EC-2, 3-4, 5-6, 7-8, 9-10
Tan, Shaun	Tales from Outer Suburbia	978-1-74114-917-3	7-8, 9-10
Tan, Shaun	The Arrival	978-0-7344-0694-1	5-6, 7-8
Tan, Shaun	The Lost Thing	978-0-7344-0388-9	7-8
Tan, Shaun	The Red Tree	978-0-7344-0172-4	7-8
Tan, Shaun	The Singing Bones	9781760111038	7-8
Tangey, Penny	Loving Richard Feynman	978-0702237256	9-10
Tangey, Penny	Stay Well Soon	9780702249945	7-8
Tanner, Jane	Isabella's Secret	978-0-670-86103-3	EC-2
Tanner, Jane	Lily and the Fairy House	9780670075102	EC-2
Tanner, Jane	Love from Grandma	978-0-670-07409-9	EC-2
Tanner, Jane	Niki's Walk	978-0-333-41005-9	EC-2
Tanner, Jane	Playmates	978-0-14-054147-2	EC-2
Tanner, Jane	Ride with Me	978-0-670-02885-6	EC-2, 3-4
Tanner, Lian	City Of Lies	9781742379999	5-6, 7-8
Tanner, Lian	Museum of Thieves	9781742371573	5-6, 7-8
Tanner, Lian	Path of Beasts	9781742371979	5-6, 7-8
Tanner, Lian	Rats!	978-0-7344-0660-6	7-8
Tanner, Lian	Fetcher's Song	9781743319420	7-8
Tanner, Lian	Ice Breaker	978-1-74331-434-0	7-8
Tanner, Lian	Sunker's Deep	9781743435427	7-8
Tarakson, Stella; Johnston, Ben (ill.)	Mike the Spike	9781925059076	EC-2, 3-4
Tarr, Judith	The Hall of the Mountain King	978-0-330-30319-4	7-8
Tartt, Donna	The Secret History	9780140167771	9-10
Tashjian, Janet	The Gospel According to Larry	978-0-14-131834-9	9-10
Tasman Napurrurla, Molly	The Spotted Cat	978-1-876288-36-5	EC-2
Tate-Gilder, Philippa; Pocock, Aaron	Sammo the High-Flying Polar Bear	9780987179005	3-4
Tauber, Yanky	Once Upon a Chassid	978-0-8266-0384-5	7-8
Tayleur, Karen	Bree: Centre	978-1-876372-74-3	5-6, 7-8
Tayleur, Karen	Chasing Boys	978-1-921167-60-7	9-10
